,Platform,Genre,Publisher,Rating,Year_of_Release,Critic_Score,BINARY_Hits
11476,GC,Racing,THQ,T,2003.0,55.0,0.0
11477,PC,Action,Konami Digital Entertainment,M,2015.0,91.0,0.0
11483,GC,Sports,Over 50 Under 150 Publisher,E,2002.0,82.0,0.0
11486,DS,Action,Ubisoft,T,2009.0,55.0,0.0
11488,PS2,Action,Namco Bandai Games,T,2005.0,60.0,0.0
11491,Wii,Adventure,Under 50 Games Publisher,E10+,2009.0,65.0,0.0
11492,DS,Puzzle,Over 50 Under 150 Publisher,E,2008.0,78.0,0.0
11493,GC,Action,Capcom,M,2003.0,62.0,0.0
11494,GC,Sports,Over 50 Under 150 Publisher,E,2003.0,80.0,0.0
11495,DS,Shooter,Under 50 Games Publisher,E10+,2008.0,83.0,0.0
11496,PS4,Racing,Namco Bandai Games,E,2016.0,75.0,0.0
11500,3DS,Action,Over 50 Under 150 Publisher,T,2014.0,63.0,0.0
11501,PS3,Sports,Over 50 Under 150 Publisher,E,2011.0,53.0,0.0
11502,DS,Role-Playing,Under 50 Games Publisher,E10+,2010.0,69.0,0.0
11503,Wii,Adventure,Konami Digital Entertainment,E10+,2008.0,54.0,0.0
11506,GC,Sports,Electronic Arts,E,2007.0,75.0,0.0
11511,DS,Misc,Over 50 Under 150 Publisher,E,2005.0,67.0,0.0
11512,PS2,Platform,Sony Computer Entertainment,E,2005.0,71.0,0.0
11515,Wii,Shooter,Under 5 Games Publisher,E,2008.0,66.0,0.0
11519,X360,Shooter,Under 50 Games Publisher,M,2009.0,35.0,0.0
11520,GC,Platform,Activision,E,2004.0,73.0,0.0
11523,GBA,Racing,THQ,E,2002.0,74.0,0.0
11524,PS,Shooter,Atari,M,2000.0,37.0,0.0
11530,DS,Puzzle,Under 50 Games Publisher,E,2007.0,73.0,0.0
11532,PC,Racing,Electronic Arts,T,2008.0,65.0,0.0
11534,PSP,Puzzle,Under 50 Games Publisher,E,2005.0,69.0,0.0
11541,GC,Racing,Namco Bandai Games,T,2003.0,67.0,0.0
11543,3DS,Adventure,Under 50 Games Publisher,M,2016.0,81.0,0.0
11544,PS2,Strategy,Over 50 Under 150 Publisher,T,2004.0,75.0,0.0
11545,XB,Shooter,Under 50 Games Publisher,M,2004.0,57.0,0.0
11546,GC,Shooter,Under 50 Games Publisher,T,2003.0,62.0,0.0
11551,PS2,Strategy,Over 50 Under 150 Publisher,E,2002.0,71.0,0.0
11557,DS,Adventure,Konami Digital Entertainment,E,2008.0,75.0,0.0
11560,XB,Shooter,Ubisoft,M,2006.0,78.0,0.0
11563,PC,Platform,Ubisoft,E10+,2012.0,86.0,0.0
11564,GBA,Shooter,Under 50 Games Publisher,T,2002.0,46.0,0.0
11567,Wii,Misc,Ubisoft,E,2007.0,54.0,0.0
11570,GC,Racing,Under 50 Games Publisher,T,2002.0,55.0,0.0
11571,XB,Action,THQ,T,2002.0,70.0,0.0
11574,PS3,Racing,Konami Digital Entertainment,E10+,2011.0,67.0,0.0
11575,XB,Misc,Over 50 Under 150 Publisher,T,2004.0,79.0,0.0
11579,PS4,Strategy,Under 50 Games Publisher,T,2015.0,64.0,0.0
11584,PS2,Misc,Under 5 Games Publisher,E,2005.0,72.0,0.0
11585,DS,Action,Over 50 Under 150 Publisher,E10+,2008.0,70.0,0.0
11587,PSP,Sports,Sony Computer Entertainment,E,2006.0,72.0,0.0
11588,Wii,Role-Playing,Over 50 Under 150 Publisher,T,2008.0,50.0,0.0
11589,PS3,Role-Playing,Over 50 Under 150 Publisher,T,2014.0,71.0,0.0
11594,PS2,Role-Playing,Under 5 Games Publisher,E,2002.0,74.0,0.0
11605,Wii,Adventure,Under 5 Games Publisher,T,2008.0,50.0,0.0
11608,PS2,Platform,Under 50 Games Publisher,T,2003.0,59.0,0.0
11610,PS3,Shooter,Activision,T,2008.0,36.0,0.0
11612,XB,Platform,Ubisoft,E,2003.0,75.0,0.0
11614,DS,Action,Electronic Arts,E,2006.0,33.0,0.0
11616,GBA,Platform,Capcom,E,2002.0,78.0,0.0
11619,X360,Action,Over 50 Under 150 Publisher,E10+,2010.0,60.0,0.0
11622,PC,Racing,Electronic Arts,T,2004.0,82.0,0.0
11625,GC,Strategy,Activision,T,2003.0,82.0,0.0
11626,PSP,Sports,Over 50 Under 150 Publisher,T,2005.0,51.0,0.0
11630,PS3,Racing,Activision,M,2010.0,47.0,0.0
11634,PS3,Action,Over 50 Under 150 Publisher,M,2014.0,40.0,0.0
11635,PC,Role-Playing,Under 50 Games Publisher,T,2009.0,83.0,0.0
11636,PSP,Platform,Namco Bandai Games,E,2005.0,61.0,0.0
11637,Wii,Shooter,Under 5 Games Publisher,T,2009.0,70.0,0.0
11645,X360,Simulation,Under 5 Games Publisher,T,2012.0,49.0,0.0
11652,GBA,Puzzle,Over 50 Under 150 Publisher,E,2002.0,75.0,0.0
11653,PC,Shooter,Over 50 Under 150 Publisher,M,2009.0,79.0,0.0
11656,PS2,Action,Under 50 Games Publisher,T,2002.0,27.0,0.0
11657,DS,Adventure,Under 50 Games Publisher,E10+,2011.0,78.0,0.0
11658,XB,Adventure,Under 50 Games Publisher,M,2005.0,70.0,0.0
11659,XB,Racing,Under 50 Games Publisher,M,2005.0,50.0,0.0
11665,XB,Platform,Namco Bandai Games,T,2003.0,75.0,0.0
11668,PC,Strategy,Electronic Arts,T,2004.0,82.0,0.0
11669,PS2,Strategy,Over 50 Under 150 Publisher,T,2004.0,73.0,0.0
11672,PSP,Fighting,Under 50 Games Publisher,T,2008.0,61.0,0.0
11674,PS2,Simulation,Sega,E,2002.0,64.0,0.0
11676,PS2,Strategy,Over 50 Under 150 Publisher,T,2004.0,64.0,0.0
11678,PC,Role-Playing,Under 50 Games Publisher,M,2009.0,72.0,0.0
11680,XB,Strategy,Over 50 Under 150 Publisher,T,2002.0,67.0,0.0
11681,PC,Simulation,Over 50 Under 150 Publisher,T,2010.0,61.0,0.0
11682,X360,Sports,Under 5 Games Publisher,E,2008.0,41.0,0.0
11685,DS,Puzzle,Over 50 Under 150 Publisher,E10+,2009.0,58.0,0.0
11688,PS4,Role-Playing,Under 5 Games Publisher,T,2015.0,71.0,0.0
11690,DS,Puzzle,Under 50 Games Publisher,E,2009.0,68.0,0.0
11691,XB,Racing,Over 50 Under 150 Publisher,T,2002.0,56.0,0.0
11692,DS,Action,Over 50 Under 150 Publisher,E,2008.0,66.0,0.0
11698,PS2,Misc,Under 5 Games Publisher,E,2007.0,33.0,0.0
11699,PC,Strategy,Under 50 Games Publisher,E10+,2009.0,77.0,0.0
11702,X360,Fighting,Under 50 Games Publisher,M,2006.0,38.0,0.0
11703,PS2,Strategy,Over 50 Under 150 Publisher,E10+,2007.0,69.0,0.0
11704,PSP,Action,Under 5 Games Publisher,E10+,2008.0,73.0,0.0
11707,PC,Role-Playing,Namco Bandai Games,M,2016.0,89.0,1.0
11711,XB,Platform,THQ,E,2005.0,75.0,0.0
11712,GC,Fighting,Konami Digital Entertainment,T,2005.0,44.0,0.0
11713,XB,Shooter,Under 50 Games Publisher,M,2005.0,44.0,0.0
11720,PS2,Misc,Under 5 Games Publisher,T,2006.0,63.0,0.0
11725,XB,Racing,THQ,T,2002.0,67.0,0.0
11733,PS2,Shooter,Under 50 Games Publisher,M,2004.0,65.0,0.0
11736,GC,Shooter,Ubisoft,T,2005.0,54.0,0.0
11741,DS,Racing,Over 50 Under 150 Publisher,E,2009.0,70.0,0.0
11746,GBA,Platform,Activision,E,2003.0,66.0,0.0
11748,Wii,Racing,Over 50 Under 150 Publisher,E,2009.0,37.0,0.0
11752,XB,Action,Over 50 Under 150 Publisher,T,2002.0,47.0,0.0
11754,PS2,Racing,Over 50 Under 150 Publisher,M,2007.0,37.0,0.0
11759,GC,Sports,Sega,E,2002.0,70.0,0.0
11760,GC,Misc,Konami Digital Entertainment,E10+,2005.0,80.0,0.0
11764,X360,Role-Playing,Under 50 Games Publisher,M,2007.0,46.0,0.0
11767,PS2,Adventure,Under 50 Games Publisher,T,2002.0,50.0,0.0
11769,PSP,Strategy,Over 50 Under 150 Publisher,E10+,2007.0,69.0,0.0
11772,PS2,Action,Capcom,M,2005.0,67.0,0.0
11775,PS4,Role-Playing,Over 50 Under 150 Publisher,T,2015.0,78.0,0.0
11776,DS,Strategy,Over 50 Under 150 Publisher,E10+,2008.0,78.0,0.0
11778,GBA,Sports,Konami Digital Entertainment,E,2002.0,42.0,0.0
11779,DS,Racing,Under 50 Games Publisher,E,2008.0,23.0,0.0
11783,X360,Action,Over 50 Under 150 Publisher,M,2014.0,32.0,0.0
11784,DS,Action,Ubisoft,T,2005.0,50.0,0.0
11792,PS2,Strategy,Over 50 Under 150 Publisher,E,2003.0,74.0,0.0
11793,XB,Adventure,Over 50 Under 150 Publisher,T,2004.0,75.0,0.0
11801,X360,Misc,Under 50 Games Publisher,T,2009.0,70.0,0.0
11802,PC,Shooter,Over 50 Under 150 Publisher,M,2011.0,67.0,0.0
11804,PS,Strategy,Under 5 Games Publisher,T,1998.0,62.0,0.0
11805,X360,Sports,Take-Two Interactive,E,2009.0,47.0,0.0
11808,PSV,Role-Playing,Ubisoft,E10+,2014.0,83.0,0.0
11812,PS2,Action,Konami Digital Entertainment,M,2008.0,70.0,0.0
11814,PS2,Sports,Konami Digital Entertainment,E,2001.0,44.0,0.0
11818,XB,Platform,Atari,E,2002.0,62.0,0.0
11821,XB,Action,Electronic Arts,E,2003.0,59.0,0.0
11834,X360,Shooter,Over 50 Under 150 Publisher,M,2009.0,36.0,0.0
11835,XB,Action,Over 50 Under 150 Publisher,T,2004.0,71.0,0.0
11839,GC,Sports,Electronic Arts,E,2003.0,83.0,0.0
11841,PS3,Role-Playing,Under 50 Games Publisher,T,2007.0,67.0,0.0
11842,Wii,Misc,Under 50 Games Publisher,T,2008.0,73.0,0.0
11843,PSP,Sports,Under 50 Games Publisher,E,2006.0,32.0,0.0
11844,GC,Platform,Ubisoft,E,2003.0,77.0,0.0
11847,XB,Misc,Under 50 Games Publisher,M,2004.0,47.0,0.0
11852,PSP,Adventure,Atari,T,2005.0,61.0,0.0
11854,Wii,Platform,Ubisoft,E10+,2006.0,49.0,0.0
11856,Wii,Sports,Over 50 Under 150 Publisher,E,2007.0,36.0,0.0
11859,PS2,Action,Over 50 Under 150 Publisher,T,2004.0,75.0,0.0
11860,PSV,Role-Playing,Under 50 Games Publisher,T,2014.0,63.0,0.0
11865,PSV,Action,Under 5 Games Publisher,T,2014.0,72.0,0.0
11866,DS,Role-Playing,Namco Bandai Games,E,2008.0,49.0,0.0
11868,PS,Shooter,Sony Computer Entertainment,E,1997.0,79.0,0.0
11870,XOne,Action,Over 50 Under 150 Publisher,T,2014.0,58.0,0.0
11875,GC,Action,Electronic Arts,T,2004.0,47.0,0.0
11876,PS2,Role-Playing,Over 50 Under 150 Publisher,M,2005.0,56.0,0.0
11878,PC,Sports,Sega,E,2009.0,87.0,0.0
11879,Wii,Shooter,Konami Digital Entertainment,M,2008.0,33.0,0.0
11880,PS3,Role-Playing,Over 50 Under 150 Publisher,T,2013.0,57.0,0.0
11881,PS2,Simulation,Konami Digital Entertainment,E10+,2006.0,67.0,0.0
11887,PS2,Shooter,Under 5 Games Publisher,T,2000.0,72.0,0.0
11889,DS,Strategy,Namco Bandai Games,E10+,2005.0,35.0,0.0
11890,GC,Action,Sega,M,2005.0,73.0,0.0
11891,XB,Platform,Activision,E,2004.0,73.0,0.0
11897,GBA,Action,Under 50 Games Publisher,T,2004.0,75.0,0.0
11898,X360,Shooter,Over 50 Under 150 Publisher,E10+,2006.0,59.0,0.0
11901,PC,Role-Playing,Over 50 Under 150 Publisher,M,2005.0,83.0,0.0
11904,DC,Racing,Sega,T,2001.0,82.0,0.0
11905,PC,Simulation,Electronic Arts,T,2007.0,78.0,0.0
11915,DS,Action,Over 50 Under 150 Publisher,E10+,2007.0,56.0,0.0
11916,PC,Adventure,Under 50 Games Publisher,M,2012.0,73.0,0.0
11918,PS2,Action,Under 5 Games Publisher,T,2002.0,79.0,0.0
11923,DS,Action,Over 50 Under 150 Publisher,T,2006.0,58.0,0.0
11924,PSP,Action,Namco Bandai Games,T,2006.0,55.0,0.0
11926,PS4,Adventure,Ubisoft,E10+,2016.0,72.0,0.0
11927,DS,Shooter,Under 50 Games Publisher,T,2007.0,65.0,0.0
11930,PS2,Fighting,Under 5 Games Publisher,T,2002.0,58.0,0.0
11931,PS2,Adventure,Sony Computer Entertainment,M,2003.0,61.0,0.0
11933,PS,Role-Playing,Sony Computer Entertainment,T,1999.0,57.0,0.0
11934,DS,Action,Under 50 Games Publisher,T,2008.0,56.0,0.0
11935,GC,Sports,Electronic Arts,E,2004.0,75.0,0.0
11936,GC,Misc,Over 50 Under 150 Publisher,E,2005.0,65.0,0.0
11937,PC,Simulation,Over 50 Under 150 Publisher,E,2003.0,88.0,0.0
11940,Wii,Platform,Under 50 Games Publisher,E,2007.0,19.0,0.0
11947,PSP,Misc,Under 50 Games Publisher,E,2007.0,57.0,0.0
11953,DS,Misc,THQ,E,2010.0,70.0,0.0
11955,PS3,Shooter,Namco Bandai Games,M,2012.0,56.0,0.0
11957,X360,Fighting,Capcom,T,2011.0,79.0,0.0
11963,DS,Misc,Over 50 Under 150 Publisher,T,2005.0,40.0,0.0
11965,PSV,Action,Ubisoft,T,2016.0,70.0,0.0
11966,PSP,Role-Playing,Over 50 Under 150 Publisher,E10+,2007.0,56.0,0.0
11971,DS,Platform,Atari,E,2007.0,82.0,0.0
11974,PS2,Adventure,Under 50 Games Publisher,M,2004.0,65.0,0.0
11975,GC,Sports,Sega,E,2002.0,84.0,0.0
11981,DS,Action,Over 50 Under 150 Publisher,E10+,2006.0,57.0,0.0
11983,GC,Action,Electronic Arts,M,2003.0,61.0,0.0
11984,PS2,Action,Capcom,M,2006.0,73.0,0.0
11987,GBA,Fighting,Over 50 Under 150 Publisher,E,2002.0,24.0,0.0
11988,PS2,Fighting,Under 5 Games Publisher,T,2007.0,70.0,0.0
11990,XB,Simulation,Konami Digital Entertainment,T,2003.0,69.0,0.0
11993,PS2,Sports,Over 50 Under 150 Publisher,E,2002.0,73.0,0.0
11995,PS2,Strategy,Under 50 Games Publisher,T,2004.0,61.0,0.0
11997,XB,Racing,Atari,M,2006.0,69.0,0.0
12001,PS3,Simulation,Over 50 Under 150 Publisher,T,2011.0,49.0,0.0
12002,GBA,Action,Ubisoft,E,2003.0,63.0,0.0
12006,X360,Fighting,Namco Bandai Games,T,2014.0,53.0,0.0
12007,XB,Racing,Under 50 Games Publisher,E,2003.0,56.0,0.0
12008,PC,Action,Capcom,M,2009.0,86.0,0.0
12009,GBA,Action,Activision,E10+,2006.0,55.0,0.0
12018,PSP,Puzzle,Under 50 Games Publisher,E,2008.0,74.0,0.0
12027,PS2,Fighting,Under 5 Games Publisher,T,2005.0,73.0,0.0
12032,PS2,Simulation,Over 50 Under 150 Publisher,T,2004.0,57.0,0.0
12034,PS4,Action,Over 50 Under 150 Publisher,T,2014.0,83.0,0.0
12036,GC,Strategy,Sega,T,2003.0,69.0,0.0
12038,PC,Action,Over 50 Under 150 Publisher,T,2010.0,57.0,0.0
12042,PS3,Role-Playing,Over 50 Under 150 Publisher,T,2013.0,74.0,0.0
12043,X360,Racing,Under 50 Games Publisher,E10+,2011.0,47.0,0.0
12045,XB,Misc,Konami Digital Entertainment,E10+,2005.0,80.0,0.0
12047,PSP,Puzzle,Under 50 Games Publisher,E,2006.0,72.0,0.0
12050,PS3,Racing,Sony Computer Entertainment,E10+,2009.0,89.0,0.0
12051,PS2,Role-Playing,Under 5 Games Publisher,M,2004.0,64.0,0.0
12053,3DS,Action,Namco Bandai Games,E,2014.0,51.0,0.0
12056,DS,Adventure,Over 50 Under 150 Publisher,T,2008.0,54.0,0.0
12057,GBA,Shooter,Sega,E10+,2005.0,83.0,0.0
12060,GBA,Action,Konami Digital Entertainment,E,2002.0,55.0,0.0
12061,PC,Strategy,Under 50 Games Publisher,E,2011.0,61.0,0.0
12062,XB,Strategy,Sega,T,2004.0,67.0,0.0
12065,DS,Platform,Under 5 Games Publisher,E,2008.0,75.0,0.0
12066,DS,Misc,Ubisoft,E10+,2009.0,66.0,0.0
12067,PS2,Strategy,THQ,M,2006.0,71.0,0.0
12070,PSV,Role-Playing,Over 50 Under 150 Publisher,M,2014.0,60.0,0.0
12073,DS,Action,Ubisoft,E,2008.0,64.0,0.0
12076,XB,Sports,Over 50 Under 150 Publisher,E,2003.0,81.0,0.0
12078,PS4,Adventure,Under 5 Games Publisher,T,2015.0,72.0,0.0
12079,PC,Action,Under 50 Games Publisher,T,2012.0,83.0,0.0
12081,GBA,Racing,THQ,E,2001.0,66.0,0.0
12082,DS,Adventure,Konami Digital Entertainment,E10+,2007.0,58.0,0.0
12084,X360,Role-Playing,Over 50 Under 150 Publisher,M,2014.0,44.0,0.0
12085,PSP,Fighting,Under 5 Games Publisher,E10+,2008.0,54.0,0.0
12086,XB,Simulation,Take-Two Interactive,T,2004.0,62.0,0.0
12087,XB,Racing,Ubisoft,M,2005.0,51.0,0.0
12088,PS2,Role-Playing,Under 5 Games Publisher,E10+,2004.0,69.0,0.0
12091,GBA,Simulation,Electronic Arts,E,2002.0,66.0,0.0
12092,XB,Action,Under 5 Games Publisher,M,2001.0,32.0,0.0
12095,XB,Misc,Take-Two Interactive,T,2005.0,63.0,0.0
12096,PC,Strategy,Over 50 Under 150 Publisher,T,2007.0,81.0,0.0
12097,DS,Strategy,Over 50 Under 150 Publisher,T,2009.0,61.0,0.0
12098,DS,Simulation,Over 50 Under 150 Publisher,E10+,2009.0,41.0,0.0
12100,XB,Adventure,Electronic Arts,T,2002.0,74.0,0.0
12102,DS,Adventure,Under 50 Games Publisher,T,2010.0,53.0,0.0
12103,DS,Shooter,Over 50 Under 150 Publisher,E,2006.0,66.0,0.0
12107,PS2,Action,Konami Digital Entertainment,M,2005.0,51.0,0.0
12109,XB,Action,Electronic Arts,E,2003.0,49.0,0.0
12110,PC,Racing,Over 50 Under 150 Publisher,E,2013.0,80.0,0.0
12115,PSV,Role-Playing,Over 50 Under 150 Publisher,M,2013.0,55.0,0.0
12116,PSP,Shooter,Activision,M,2006.0,63.0,0.0
12117,PSV,Action,Over 50 Under 150 Publisher,T,2014.0,70.0,0.0
12118,GC,Sports,Over 50 Under 150 Publisher,M,2002.0,60.0,0.0
12119,GBA,Action,Capcom,E,2003.0,63.0,0.0
12121,WiiU,Action,Namco Bandai Games,T,2014.0,66.0,0.0
12122,XB,Sports,Over 50 Under 150 Publisher,T,2002.0,85.0,0.0
12125,DS,Action,Under 5 Games Publisher,E10+,2008.0,55.0,0.0
12127,PS2,Racing,Over 50 Under 150 Publisher,T,2003.0,68.0,0.0
12137,3DS,Puzzle,Nintendo,E,2015.0,70.0,0.0
12138,Wii,Fighting,Sega,T,2010.0,45.0,0.0
12139,DS,Platform,Konami Digital Entertainment,E,2005.0,69.0,0.0
12140,Wii,Action,Over 50 Under 150 Publisher,M,2006.0,37.0,0.0
12144,DS,Simulation,Over 50 Under 150 Publisher,E,2008.0,60.0,0.0
12145,DS,Shooter,Activision,T,2010.0,70.0,0.0
12147,PSP,Shooter,Konami Digital Entertainment,E,2006.0,76.0,0.0
12150,X360,Fighting,Over 50 Under 150 Publisher,M,2012.0,55.0,0.0
12151,PS2,Sports,Under 50 Games Publisher,E,2004.0,70.0,0.0
12153,GBA,Platform,Ubisoft,E,2005.0,61.0,0.0
12154,PS2,Shooter,Namco Bandai Games,T,2004.0,45.0,0.0
12155,XB,Racing,Electronic Arts,E,2001.0,83.0,0.0
12162,PSP,Role-Playing,Sega,T,2008.0,78.0,0.0
12163,DS,Platform,Under 50 Games Publisher,E,2011.0,79.0,0.0
12164,Wii,Fighting,Under 50 Games Publisher,T,2007.0,37.0,0.0
12165,GC,Racing,Electronic Arts,T,2002.0,67.0,0.0
12172,PC,Platform,Electronic Arts,T,2016.0,74.0,0.0
12173,GBA,Misc,Sega,T,2002.0,79.0,0.0
12175,PS2,Role-Playing,Sony Computer Entertainment,T,2004.0,59.0,0.0
12176,PS2,Racing,Sega,T,2003.0,57.0,0.0
12177,GBA,Action,Ubisoft,T,2004.0,68.0,0.0
12181,PSP,Platform,Take-Two Interactive,E,2005.0,72.0,0.0
12182,PS3,Shooter,Under 50 Games Publisher,T,2008.0,55.0,0.0
12190,XB,Shooter,Under 5 Games Publisher,M,2005.0,32.0,0.0
12195,PS4,Racing,Over 50 Under 150 Publisher,E,2016.0,73.0,0.0
12196,Wii,Sports,Take-Two Interactive,E10+,2008.0,65.0,0.0
12200,Wii,Simulation,Under 50 Games Publisher,E,2009.0,57.0,0.0
12201,DS,Strategy,THQ,T,2007.0,57.0,0.0
12203,XOne,Fighting,Namco Bandai Games,T,2016.0,60.0,0.0
12204,XOne,Action,Ubisoft,E,2016.0,76.0,0.0
12209,PSV,Adventure,Under 50 Games Publisher,M,2016.0,83.0,0.0
12210,DS,Shooter,Over 50 Under 150 Publisher,T,2006.0,72.0,0.0
12211,PS2,Action,Over 50 Under 150 Publisher,T,2002.0,67.0,0.0
12212,GBA,Action,Over 50 Under 150 Publisher,E,2004.0,68.0,0.0
12213,GBA,Simulation,Konami Digital Entertainment,E,2001.0,65.0,0.0
12214,PSP,Role-Playing,Under 5 Games Publisher,T,2011.0,61.0,0.0
12219,Wii,Puzzle,Under 50 Games Publisher,E,2007.0,66.0,0.0
12222,Wii,Fighting,Under 50 Games Publisher,E10+,2007.0,35.0,0.0
12226,PSP,Misc,Under 5 Games Publisher,E,2007.0,55.0,0.0
12230,Wii,Racing,Under 50 Games Publisher,E,2008.0,40.0,0.0
12233,PS3,Adventure,Under 50 Games Publisher,M,2012.0,83.0,0.0
12234,PS4,Action,Over 50 Under 150 Publisher,T,2015.0,67.0,0.0
12235,PS4,Action,Over 50 Under 150 Publisher,T,2015.0,67.0,0.0
12236,GC,Sports,Under 50 Games Publisher,E,2005.0,47.0,0.0
12237,PC,Strategy,Over 50 Under 150 Publisher,E10+,2011.0,70.0,0.0
12238,PSV,Action,Under 50 Games Publisher,T,2012.0,68.0,0.0
12239,PS2,Role-Playing,Over 50 Under 150 Publisher,E10+,2005.0,68.0,0.0
12243,PS,Sports,Under 5 Games Publisher,E,2000.0,57.0,0.0
12247,XB,Strategy,Under 50 Games Publisher,T,2004.0,38.0,0.0
12250,3DS,Simulation,Under 5 Games Publisher,E10+,2014.0,65.0,0.0
12251,XB,Misc,Over 50 Under 150 Publisher,E,2005.0,55.0,0.0
12255,PS2,Racing,Under 50 Games Publisher,E10+,2006.0,27.0,0.0
12256,DS,Role-Playing,Under 50 Games Publisher,E,2008.0,59.0,0.0
12259,DS,Puzzle,Under 50 Games Publisher,E10+,2009.0,54.0,0.0
12260,PC,Action,Over 50 Under 150 Publisher,E10+,2014.0,68.0,0.0
12261,WiiU,Action,Capcom,E,2013.0,76.0,0.0
12262,PS2,Shooter,Under 50 Games Publisher,T,2001.0,79.0,0.0
12266,X360,Racing,Under 50 Games Publisher,E,2014.0,48.0,0.0
12267,PSV,Role-Playing,Over 50 Under 150 Publisher,T,2015.0,76.0,0.0
12270,PC,Action,Over 50 Under 150 Publisher,E10+,2008.0,80.0,0.0
12271,PS2,Adventure,Atari,M,2008.0,47.0,0.0
12272,PS2,Misc,Under 50 Games Publisher,E,2003.0,61.0,0.0
12281,PS4,Shooter,Under 5 Games Publisher,M,2015.0,64.0,0.0
12291,XB,Action,Ubisoft,M,2005.0,71.0,0.0
12294,DS,Puzzle,Under 50 Games Publisher,E,2009.0,65.0,0.0
12296,PS4,Role-Playing,Under 50 Games Publisher,M,2016.0,60.0,0.0
12303,DS,Simulation,Electronic Arts,E,2007.0,72.0,0.0
12304,XB,Adventure,Take-Two Interactive,M,2005.0,77.0,0.0
12305,XB,Action,Under 50 Games Publisher,T,2003.0,55.0,0.0
12306,PC,Racing,Activision,E10+,2010.0,81.0,0.0
12308,PC,Adventure,Under 50 Games Publisher,E10+,2011.0,75.0,0.0
12313,GBA,Sports,Ubisoft,E,2002.0,55.0,0.0
12315,DS,Puzzle,THQ,E,2008.0,66.0,0.0
12316,Wii,Role-Playing,Sega,T,2007.0,48.0,0.0
12317,GC,Platform,Over 50 Under 150 Publisher,T,2003.0,71.0,0.0
12322,GC,Action,Ubisoft,T,2003.0,63.0,0.0
12323,Wii,Adventure,Under 5 Games Publisher,T,2008.0,65.0,0.0
12325,PC,Shooter,Over 50 Under 150 Publisher,M,2007.0,83.0,0.0
12326,GC,Sports,Konami Digital Entertainment,E,2002.0,36.0,0.0
12330,Wii,Adventure,Ubisoft,T,2009.0,65.0,0.0
12331,XB,Shooter,Atari,T,2004.0,66.0,0.0
12332,DS,Puzzle,Over 50 Under 150 Publisher,E,2007.0,61.0,0.0
12333,PC,Shooter,Activision,T,2005.0,86.0,0.0
12334,DS,Shooter,Under 50 Games Publisher,E,2009.0,78.0,0.0
12339,XB,Shooter,Take-Two Interactive,M,2005.0,72.0,0.0
12341,XOne,Action,Under 5 Games Publisher,E,2016.0,66.0,0.0
12345,X360,Racing,Capcom,E,2011.0,72.0,0.0
12346,X360,Sports,Under 50 Games Publisher,T,2007.0,51.0,0.0
12347,PC,Action,Capcom,M,2011.0,66.0,0.0
12348,PS2,Misc,Ubisoft,E,2003.0,64.0,0.0
12356,PC,Role-Playing,Atari,M,2007.0,81.0,0.0
12370,GC,Puzzle,Ubisoft,E,2002.0,65.0,0.0
12372,PSP,Shooter,Konami Digital Entertainment,T,2007.0,56.0,0.0
12375,PC,Shooter,Namco Bandai Games,M,2009.0,80.0,0.0
12376,XB,Racing,Over 50 Under 150 Publisher,E,2004.0,36.0,0.0
12379,DS,Platform,Over 50 Under 150 Publisher,E,2007.0,70.0,0.0
12385,PC,Action,Electronic Arts,E,2010.0,54.0,0.0
12386,DS,Sports,Take-Two Interactive,E,2008.0,70.0,0.0
12390,DS,Sports,Activision,E,2008.0,61.0,0.0
12394,DS,Fighting,Under 50 Games Publisher,E10+,2007.0,33.0,0.0
12395,PS2,Shooter,Over 50 Under 150 Publisher,T,2006.0,58.0,0.0
12396,PS2,Shooter,Namco Bandai Games,T,2004.0,57.0,0.0
12399,GBA,Fighting,Under 50 Games Publisher,T,2002.0,67.0,0.0
12402,PSP,Role-Playing,Under 5 Games Publisher,T,2007.0,52.0,0.0
12406,WiiU,Action,Nintendo,M,2015.0,43.0,0.0
12409,DS,Strategy,Ubisoft,E,2006.0,63.0,0.0
12410,GBA,Platform,THQ,E,2003.0,44.0,0.0
12412,PSP,Action,Konami Digital Entertainment,E10+,2006.0,59.0,0.0
12422,GBA,Adventure,Under 50 Games Publisher,T,2002.0,80.0,0.0
12423,GC,Action,Capcom,M,2003.0,62.0,0.0
12426,GC,Sports,Activision,E,2002.0,80.0,0.0
12429,PS2,Action,Over 50 Under 150 Publisher,M,2005.0,60.0,0.0
12430,XB,Sports,Take-Two Interactive,T,2005.0,44.0,0.0
12431,3DS,Role-Playing,Under 5 Games Publisher,T,2014.0,68.0,0.0
12435,XB,Strategy,Sega,T,2003.0,69.0,0.0
12438,PSP,Role-Playing,Under 50 Games Publisher,E,2005.0,66.0,0.0
12439,PS2,Shooter,Under 50 Games Publisher,T,2001.0,50.0,0.0
12440,DS,Adventure,Under 50 Games Publisher,M,2008.0,61.0,0.0
12441,PC,Role-Playing,Under 5 Games Publisher,M,2008.0,71.0,0.0
12443,X360,Action,Under 5 Games Publisher,E10+,2014.0,58.0,0.0
12444,DS,Action,Konami Digital Entertainment,E,2005.0,58.0,0.0
12447,X360,Action,Over 50 Under 150 Publisher,T,2008.0,29.0,0.0
12453,XB,Action,Over 50 Under 150 Publisher,T,2004.0,69.0,0.0
12457,DS,Puzzle,Atari,E,2005.0,65.0,0.0
